"","geo_id","nhid","nhname","county","tract_num","avgcommute"
"956",8069001704,NA,NA,NA,NA,NA
"957",8069001706,NA,NA,NA,NA,NA
"958",8069001707,NA,NA,NA,NA,NA
"959",8069001708,NA,NA,NA,NA,NA
"960",8069001709,NA,NA,NA,NA,NA
"961",8069001804,NA,NA,NA,NA,NA
"962",8069001806,NA,NA,NA,NA,NA
"963",8069001807,NA,NA,NA,NA,NA
"964",8069001808,NA,NA,NA,NA,NA
"965",8069001809,NA,NA,NA,NA,NA
"966",8069001901,NA,NA,NA,NA,NA
"967",8069001902,NA,NA,NA,NA,NA
"968",8069001903,NA,NA,NA,NA,NA
"969",8069002005,NA,NA,NA,NA,NA
"970",8069002007,NA,NA,NA,NA,NA
"971",8069002008,NA,NA,NA,NA,NA
"972",8069002010,NA,NA,NA,NA,NA
"973",8069002011,NA,NA,NA,NA,NA
"974",8069002300,NA,NA,NA,NA,NA
"975",8069002401,NA,NA,NA,NA,NA
"976",8069002402,NA,NA,NA,NA,NA
"977",8069002501,NA,NA,NA,NA,NA
"978",8069002502,NA,NA,NA,NA,NA
"979",8069002503,NA,NA,NA,NA,NA
"980",8069002600,NA,NA,NA,NA,NA
"981",8069002700,NA,NA,NA,NA,NA
"982",8069002801,NA,NA,NA,NA,NA
"983",8069002802,NA,NA,NA,NA,NA
"984",8069002803,NA,NA,NA,NA,NA
"985",8071000100,NA,NA,NA,NA,NA
"986",8071000200,NA,NA,NA,NA,NA
"987",8071000300,NA,NA,NA,NA,NA
"988",8071000400,NA,NA,NA,NA,NA
"989",8071000500,NA,NA,NA,NA,NA
"990",8071000800,NA,NA,NA,NA,NA
"991",8073961700,NA,NA,NA,NA,NA
"992",8073961800,NA,NA,NA,NA,NA
"993",8075965900,NA,NA,NA,NA,NA
"994",8075966000,NA,NA,NA,NA,NA
"995",8075966100,NA,NA,NA,NA,NA
"996",8075966200,NA,NA,NA,NA,NA
"997",8075966300,NA,NA,NA,NA,NA
"998",8075966400,NA,NA,NA,NA,NA
"999",8077000200,NA,NA,NA,NA,NA
"1000",8077000300,NA,NA,NA,NA,NA
"1001",8077000400,NA,NA,NA,NA,NA
"1002",8077000500,NA,NA,NA,NA,NA
"1003",8077000601,NA,NA,NA,NA,NA
"1004",8077000602,NA,NA,NA,NA,NA
"1005",8077000700,NA,NA,NA,NA,NA
"1006",8077000800,NA,NA,NA,NA,NA
"1007",8077000900,NA,NA,NA,NA,NA
"1008",8077001001,NA,NA,NA,NA,NA
"1009",8077001002,NA,NA,NA,NA,NA
"1010",8077001101,NA,NA,NA,NA,NA
"1011",8077001102,NA,NA,NA,NA,NA
"1012",8077001200,NA,NA,NA,NA,NA
"1013",8077001301,NA,NA,NA,NA,NA
"1014",8077001302,NA,NA,NA,NA,NA
"1015",8077001402,NA,NA,NA,NA,NA
"1016",8077001403,NA,NA,NA,NA,NA
"1017",8077001404,NA,NA,NA,NA,NA
"1018",8077001501,NA,NA,NA,NA,NA
"1019",8077001502,NA,NA,NA,NA,NA
"1020",8077001600,NA,NA,NA,NA,NA
"1021",8077001702,NA,NA,NA,NA,NA
"1022",8077001703,NA,NA,NA,NA,NA
"1023",8077001705,NA,NA,NA,NA,NA
"1024",8077001706,NA,NA,NA,NA,NA
"1025",8077001707,NA,NA,NA,NA,NA
"1026",8077001800,NA,NA,NA,NA,NA
"1027",8077001900,NA,NA,NA,NA,NA
"1028",8079973600,NA,NA,NA,NA,NA
"1029",8081000300,NA,NA,NA,NA,NA
"1030",8081000400,NA,NA,NA,NA,NA
"1031",8081000500,NA,NA,NA,NA,NA
"1032",8081000600,NA,NA,NA,NA,NA
"1033",8083941100,NA,NA,NA,NA,NA
"1034",8083969000,NA,NA,NA,NA,NA
"1035",8083969100,NA,NA,NA,NA,NA
"1036",8083969200,NA,NA,NA,NA,NA
"1037",8083969300,NA,NA,NA,NA,NA
"1038",8083969400,NA,NA,NA,NA,NA
"1039",8083969600,NA,NA,NA,NA,NA
"1040",8085966100,NA,NA,NA,NA,NA
"1041",8085966201,NA,NA,NA,NA,NA
"1042",8085966202,NA,NA,NA,NA,NA
"1043",8085966300,NA,NA,NA,NA,NA
"1044",8085966400,NA,NA,NA,NA,NA
"1045",8085966501,NA,NA,NA,NA,NA
"1046",8085966502,NA,NA,NA,NA,NA
"1047",8085966503,NA,NA,NA,NA,NA
"1048",8085966601,NA,NA,NA,NA,NA
"1049",8085966602,NA,NA,NA,NA,NA
"1050",8087000100,NA,NA,NA,NA,NA
"1051",8087000200,NA,NA,NA,NA,NA
"1052",8087000300,NA,NA,NA,NA,NA
"1053",8087000400,NA,NA,NA,NA,NA
"1054",8087000500,NA,NA,NA,NA,NA
"1055",8087000600,NA,NA,NA,NA,NA
"1056",8087000700,NA,NA,NA,NA,NA
"1057",8087000800,NA,NA,NA,NA,NA
"1058",8089968000,NA,NA,NA,NA,NA
"1059",8089968100,NA,NA,NA,NA,NA
"1060",8089968200,NA,NA,NA,NA,NA
"1061",8089968300,NA,NA,NA,NA,NA
"1062",8089968400,NA,NA,NA,NA,NA
"1063",8089968500,NA,NA,NA,NA,NA
"1064",8089968600,NA,NA,NA,NA,NA
"1065",8091967600,NA,NA,NA,NA,NA
"1066",8093000100,NA,NA,NA,NA,NA
"1067",8093000200,NA,NA,NA,NA,NA
"1068",8093000300,NA,NA,NA,NA,NA
"1069",8093000400,NA,NA,NA,NA,NA
"1070",8093000500,NA,NA,NA,NA,NA
"1071",8095967600,NA,NA,NA,NA,NA
"1072",8095967700,NA,NA,NA,NA,NA
"1073",8097000100,NA,NA,NA,NA,NA
"1074",8097000401,NA,NA,NA,NA,NA
"1075",8097000402,NA,NA,NA,NA,NA
"1076",8097000500,NA,NA,NA,NA,NA
"1077",8099000100,NA,NA,NA,NA,NA
"1078",8099000200,NA,NA,NA,NA,NA
"1079",8099000300,NA,NA,NA,NA,NA
"1080",8099000600,NA,NA,NA,NA,NA
"1081",8099000700,NA,NA,NA,NA,NA
"1082",8101000100,NA,NA,NA,NA,NA
"1083",8101000200,NA,NA,NA,NA,NA
"1084",8101000300,NA,NA,NA,NA,NA
"1085",8101000400,NA,NA,NA,NA,NA
"1086",8101000500,NA,NA,NA,NA,NA
"1087",8101000600,NA,NA,NA,NA,NA
"1088",8101000800,NA,NA,NA,NA,NA
"1089",8101000902,NA,NA,NA,NA,NA
"1090",8101000903,NA,NA,NA,NA,NA
"1091",8101000904,NA,NA,NA,NA,NA
"1092",8101000905,NA,NA,NA,NA,NA
"1093",8101001000,NA,NA,NA,NA,NA
"1094",8101001100,NA,NA,NA,NA,NA
"1095",8101001200,NA,NA,NA,NA,NA
"1096",8101001400,NA,NA,NA,NA,NA
"1097",8101001500,NA,NA,NA,NA,NA
"1098",8101001600,NA,NA,NA,NA,NA
"1099",8101001700,NA,NA,NA,NA,NA
"1100",8101001800,NA,NA,NA,NA,NA
"1101",8101001900,NA,NA,NA,NA,NA
"1102",8101002000,NA,NA,NA,NA,NA
"1103",8101002100,NA,NA,NA,NA,NA
"1104",8101002200,NA,NA,NA,NA,NA
"1105",8101002300,NA,NA,NA,NA,NA
"1106",8101002400,NA,NA,NA,NA,NA
"1107",8101002500,NA,NA,NA,NA,NA
"1108",8101002600,NA,NA,NA,NA,NA
"1109",8101002700,NA,NA,NA,NA,NA
"1110",8101002801,NA,NA,NA,NA,NA
"1111",8101002802,NA,NA,NA,NA,NA
"1112",8101002804,NA,NA,NA,NA,NA
"1113",8101002806,NA,NA,NA,NA,NA
"1114",8101002807,NA,NA,NA,NA,NA
"1115",8101002808,NA,NA,NA,NA,NA
"1116",8101002901,NA,NA,NA,NA,NA
"1117",8101002903,NA,NA,NA,NA,NA
"1118",8101002906,NA,NA,NA,NA,NA
"1119",8101002911,NA,NA,NA,NA,NA
"1120",8101002912,NA,NA,NA,NA,NA
"1121",8101002913,NA,NA,NA,NA,NA
"1122",8101002914,NA,NA,NA,NA,NA
"1123",8101002915,NA,NA,NA,NA,NA
"1124",8101002916,NA,NA,NA,NA,NA
"1125",8101002917,NA,NA,NA,NA,NA
"1126",8101002918,NA,NA,NA,NA,NA
"1127",8101003001,NA,NA,NA,NA,NA
"1128",8101003004,NA,NA,NA,NA,NA
"1129",8101003103,NA,NA,NA,NA,NA
"1130",8101003104,NA,NA,NA,NA,NA
"1131",8101003105,NA,NA,NA,NA,NA
"1132",8101003106,NA,NA,NA,NA,NA
"1133",8101003200,NA,NA,NA,NA,NA
"1134",8101003500,NA,NA,NA,NA,NA
"1135",8101003600,NA,NA,NA,NA,NA
"1136",8101980100,NA,NA,NA,NA,NA
"1137",8103951100,NA,NA,NA,NA,NA
"1138",8103951200,NA,NA,NA,NA,NA
"1139",8105976700,NA,NA,NA,NA,NA
"1140",8105976800,NA,NA,NA,NA,NA
"1141",8105977000,NA,NA,NA,NA,NA
"1142",8107000100,NA,NA,NA,NA,NA
"1143",8107000200,NA,NA,NA,NA,NA
"1144",8107000300,NA,NA,NA,NA,NA
"1145",8107000400,NA,NA,NA,NA,NA
"1146",8107000500,NA,NA,NA,NA,NA
"1147",8107000600,NA,NA,NA,NA,NA
"1148",8107000700,NA,NA,NA,NA,NA
"1149",8107000800,NA,NA,NA,NA,NA
"1150",8109977600,NA,NA,NA,NA,NA
"1151",8109977700,NA,NA,NA,NA,NA
"1152",8111972600,NA,NA,NA,NA,NA
"1153",8113968101,NA,NA,NA,NA,NA
"1154",8113968102,NA,NA,NA,NA,NA
"1155",8113968103,NA,NA,NA,NA,NA
"1156",8113968200,NA,NA,NA,NA,NA
"1157",8115968300,NA,NA,NA,NA,NA
"1158",8117000100,NA,NA,NA,NA,NA
"1159",8117000200,NA,NA,NA,NA,NA
"1160",8117000300,NA,NA,NA,NA,NA
"1161",8117000401,NA,NA,NA,NA,NA
"1162",8117000402,NA,NA,NA,NA,NA
"1163",8119010103,NA,NA,NA,NA,NA
"1164",8119010104,NA,NA,NA,NA,NA
"1165",8119010105,NA,NA,NA,NA,NA
"1166",8119010106,NA,NA,NA,NA,NA
"1167",8119010201,NA,NA,NA,NA,NA
"1168",8119010202,NA,NA,NA,NA,NA
"1169",8121924100,NA,NA,NA,NA,NA
"1170",8121924200,NA,NA,NA,NA,NA
"1171",8123000100,NA,NA,NA,NA,NA
"1172",8123000200,NA,NA,NA,NA,NA
"1173",8123000300,NA,NA,NA,NA,NA
"1174",8123000401,NA,NA,NA,NA,NA
"1175",8123000402,NA,NA,NA,NA,NA
"1176",8123000501,NA,NA,NA,NA,NA
"1177",8123000502,NA,NA,NA,NA,NA
"1178",8123000600,NA,NA,NA,NA,NA
"1179",8123000701,NA,NA,NA,NA,NA
"1180",8123000703,NA,NA,NA,NA,NA
"1181",8123000704,NA,NA,NA,NA,NA
"1182",8123000705,NA,NA,NA,NA,NA
"1183",8123000800,NA,NA,NA,NA,NA
"1184",8123000900,NA,NA,NA,NA,NA
"1185",8123001003,NA,NA,NA,NA,NA
"1186",8123001004,NA,NA,NA,NA,NA
"1187",8123001005,NA,NA,NA,NA,NA
"1188",8123001006,NA,NA,NA,NA,NA
"1189",8123001100,NA,NA,NA,NA,NA
"1190",8123001201,NA,NA,NA,NA,NA
"1191",8123001202,NA,NA,NA,NA,NA
"1192",8123001300,NA,NA,NA,NA,NA
"1193",8123001404,NA,NA,NA,NA,NA
"1194",8123001405,NA,NA,NA,NA,NA
"1195",8123001406,NA,NA,NA,NA,NA
"1196",8123001407,NA,NA,NA,NA,NA
"1197",8123001408,NA,NA,NA,NA,NA
"1198",8123001409,NA,NA,NA,NA,NA
"1199",8123001410,NA,NA,NA,NA,NA
"1200",8123001411,NA,NA,NA,NA,NA
"1201",8123001412,NA,NA,NA,NA,NA
"1202",8123001413,NA,NA,NA,NA,NA
"1203",8123001414,NA,NA,NA,NA,NA
"1204",8123001415,NA,NA,NA,NA,NA
"1205",8123001416,NA,NA,NA,NA,NA
"1206",8123001417,NA,NA,NA,NA,NA
"1207",8123001500,NA,NA,NA,NA,NA
"1208",8123001600,NA,NA,NA,NA,NA
"1209",8123001700,NA,NA,NA,NA,NA
"1210",8123001800,NA,NA,NA,NA,NA
"1211",8123001902,NA,NA,NA,NA,NA
"1212",8123001905,NA,NA,NA,NA,NA
"1213",8123001906,NA,NA,NA,NA,NA
"1214",8123001907,NA,NA,NA,NA,NA
"1215",8123001908,NA,NA,NA,NA,NA
"1216",8123002004,NA,NA,NA,NA,NA
"1217",8123002005,NA,NA,NA,NA,NA
"1218",8123002006,NA,NA,NA,NA,NA
"1219",8123002007,NA,NA,NA,NA,NA
"1220",8123002008,NA,NA,NA,NA,NA
"1221",8123002009,NA,NA,NA,NA,NA
"1222",8123002010,NA,NA,NA,NA,NA
"1223",8123002011,NA,NA,NA,NA,NA
"1224",8123002012,NA,NA,NA,NA,NA
"1225",8123002013,NA,NA,NA,NA,NA
"1226",8123002014,NA,NA,NA,NA,NA
"1227",8123002015,NA,NA,NA,NA,NA
"1228",8123002016,NA,NA,NA,NA,NA
"1229",8123002017,NA,NA,NA,NA,NA
"1230",8123002018,NA,NA,NA,NA,NA
"1231",8123002019,NA,NA,NA,NA,NA
"1232",8123002020,NA,NA,NA,NA,NA
"1233",8123002021,NA,NA,NA,NA,NA
"1234",8123002101,NA,NA,NA,NA,NA
"1235",8123002102,NA,NA,NA,NA,NA
"1236",8123002103,NA,NA,NA,NA,NA
"1237",8123002203,NA,NA,NA,NA,NA
"1238",8123002204,NA,NA,NA,NA,NA
"1239",8123002205,NA,NA,NA,NA,NA
"1240",8123002206,NA,NA,NA,NA,NA
"1241",8123002207,NA,NA,NA,NA,NA
"1242",8123002208,NA,NA,NA,NA,NA
"1243",8123002209,NA,NA,NA,NA,NA
"1244",8123002210,NA,NA,NA,NA,NA
"1245",8123002300,NA,NA,NA,NA,NA
"1246",8123002501,NA,NA,NA,NA,NA
"1247",8123002502,NA,NA,NA,NA,NA
"1248",8125963100,NA,NA,NA,NA,NA
"1249",8125963200,NA,NA,NA,NA,NA
